state,date,sex,ethnicity,abs
Selangor,2001-01-01,both,bumi_malay,50172.0
Selangor,2002-01-01,both,bumi_malay,51751.0
Selangor,2003-01-01,both,bumi_malay,52749.0
Selangor,2004-01-01,both,bumi_malay,54649.0
Selangor,2005-01-01,both,bumi_malay,54519.0
Selangor,2006-01-01,both,bumi_malay,56303.0
Selangor,2007-01-01,both,bumi_malay,57721.0
Selangor,2008-01-01,both,bumi_malay,60646.0
Selangor,2009-01-01,both,bumi_malay,64885.0
Selangor,2010-01-01,both,bumi_malay,60908.0
Selangor,2011-01-01,both,bumi_malay,65338.0
Selangor,2012-01-01,both,bumi_malay,66942.0
Selangor,2013-01-01,both,bumi_malay,66836.0
Selangor,2014-01-01,both,bumi_malay,70452.0
Selangor,2015-01-01,both,bumi_malay,71721.0
Selangor,2016-01-01,both,bumi_malay,71252.0
Selangor,2017-01-01,both,bumi_malay,71777.0
Selangor,2018-01-01,both,bumi_malay,71486.0
Selangor,2019-01-01,both,bumi_malay,67920.0
Selangor,2020-01-01,both,bumi_malay,65154.0
Selangor,2021-01-01,both,bumi_malay,64410.0
Selangor,2022-01-01,both,bumi_malay,60197.0
Selangor,2023-01-01,both,bumi_malay,63663.0
Terengganu,2000-01-01,both,bumi_malay,23817.0
Terengganu,2001-01-01,both,bumi_malay,22910.0
Terengganu,2002-01-01,both,bumi_malay,22294.0
Terengganu,2003-01-01,both,bumi_malay,21419.0
Terengganu,2004-01-01,both,bumi_malay,21678.0
Terengganu,2005-01-01,both,bumi_malay,21208.0
Terengganu,2006-01-01,both,bumi_malay,21172.0
Terengganu,2007-01-01,both,bumi_malay,21548.0
Terengganu,2008-01-01,both,bumi_malay,22530.0
Terengganu,2009-01-01,both,bumi_malay,23275.0
Terengganu,2010-01-01,both,bumi_malay,23481.0
Terengganu,2011-01-01,both,bumi_malay,24159.0
Terengganu,2012-01-01,both,bumi_malay,25108.0
Terengganu,2013-01-01,both,bumi_malay,24946.0
Terengganu,2014-01-01,both,bumi_malay,26422.0
Terengganu,2015-01-01,both,bumi_malay,26928.0
Terengganu,2016-01-01,both,bumi_malay,26890.0
Terengganu,2017-01-01,both,bumi_malay,27205.0
Terengganu,2018-01-01,both,bumi_malay,27665.0
Terengganu,2019-01-01,both,bumi_malay,26491.0
Terengganu,2020-01-01,both,bumi_malay,26491.0
Terengganu,2021-01-01,both,bumi_malay,25708.0
Terengganu,2022-01-01,both,bumi_malay,24678.0
Terengganu,2023-01-01,both,bumi_malay,25188.0
W.P. Kuala Lumpur,2000-01-01,both,bumi_malay,14203.0
W.P. Kuala Lumpur,2001-01-01,both,bumi_malay,13605.0
W.P. Kuala Lumpur,2002-01-01,both,bumi_malay,12916.0
W.P. Kuala Lumpur,2003-01-01,both,bumi_malay,12592.0
W.P. Kuala Lumpur,2004-01-01,both,bumi_malay,12479.0
W.P. Kuala Lumpur,2005-01-01,both,bumi_malay,11674.0
W.P. Kuala Lumpur,2006-01-01,both,bumi_malay,12127.0
W.P. Kuala Lumpur,2007-01-01,both,bumi_malay,12567.0
W.P. Kuala Lumpur,2008-01-01,both,bumi_malay,12646.0
W.P. Kuala Lumpur,2009-01-01,both,bumi_malay,13405.0
W.P. Kuala Lumpur,2010-01-01,both,bumi_malay,12499.0
W.P. Kuala Lumpur,2011-01-01,both,bumi_malay,13212.0
W.P. Kuala Lumpur,2012-01-01,both,bumi_malay,13600.0
W.P. Kuala Lumpur,2013-01-01,both,bumi_malay,13397.0
W.P. Kuala Lumpur,2014-01-01,both,bumi_malay,14326.0
W.P. Kuala Lumpur,2015-01-01,both,bumi_malay,14002.0
W.P. Kuala Lumpur,2016-01-01,both,bumi_malay,14271.0
W.P. Kuala Lumpur,2017-01-01,both,bumi_malay,13981.0
W.P. Kuala Lumpur,2018-01-01,both,bumi_malay,13926.0
W.P. Kuala Lumpur,2019-01-01,both,bumi_malay,13565.0
W.P. Kuala Lumpur,2020-01-01,both,bumi_malay,13107.0
W.P. Kuala Lumpur,2021-01-01,both,bumi_malay,12298.0
W.P. Kuala Lumpur,2022-01-01,both,bumi_malay,11884.0
W.P. Kuala Lumpur,2023-01-01,both,bumi_malay,12033.0
W.P. Labuan,2000-01-01,both,bumi_malay,649.0
W.P. Labuan,2001-01-01,both,bumi_malay,650.0
W.P. Labuan,2002-01-01,both,bumi_malay,659.0
W.P. Labuan,2003-01-01,both,bumi_malay,702.0
W.P. Labuan,2004-01-01,both,bumi_malay,661.0
W.P. Labuan,2005-01-01,both,bumi_malay,652.0
W.P. Labuan,2006-01-01,both,bumi_malay,635.0
W.P. Labuan,2007-01-01,both,bumi_malay,634.0
W.P. Labuan,2008-01-01,both,bumi_malay,599.0
W.P. Labuan,2009-01-01,both,bumi_malay,642.0
W.P. Labuan,2010-01-01,both,bumi_malay,601.0
W.P. Labuan,2011-01-01,both,bumi_malay,671.0
W.P. Labuan,2012-01-01,both,bumi_malay,662.0
W.P. Labuan,2013-01-01,both,bumi_malay,650.0
W.P. Labuan,2014-01-01,both,bumi_malay,694.0
W.P. Labuan,2015-01-01,both,bumi_malay,759.0
W.P. Labuan,2016-01-01,both,bumi_malay,658.0
W.P. Labuan,2017-01-01,both,bumi_malay,654.0
W.P. Labuan,2018-01-01,both,bumi_malay,690.0
W.P. Labuan,2019-01-01,both,bumi_malay,612.0
W.P. Labuan,2020-01-01,both,bumi_malay,629.0
W.P. Labuan,2021-01-01,both,bumi_malay,584.0
W.P. Labuan,2022-01-01,both,bumi_malay,515.0
W.P. Labuan,2023-01-01,both,bumi_malay,511.0
W.P. Putrajaya,2010-01-01,both,bumi_malay,2323.0
W.P. Putrajaya,2011-01-01,both,bumi_malay,2865.0
W.P. Putrajaya,2012-01-01,both,bumi_malay,3053.0
W.P. Putrajaya,2013-01-01,both,bumi_malay,2893.0
W.P. Putrajaya,2014-01-01,both,bumi_malay,2975.0
W.P. Putrajaya,2015-01-01,both,bumi_malay,2782.0
W.P. Putrajaya,2016-01-01,both,bumi_malay,2483.0
W.P. Putrajaya,2017-01-01,both,bumi_malay,2425.0
W.P. Putrajaya,2018-01-01,both,bumi_malay,2309.0
W.P. Putrajaya,2019-01-01,both,bumi_malay,2229.0
W.P. Putrajaya,2020-01-01,both,bumi_malay,2044.0
W.P. Putrajaya,2021-01-01,both,bumi_malay,2027.0
W.P. Putrajaya,2022-01-01,both,bumi_malay,1762.0
W.P. Putrajaya,2023-01-01,both,bumi_malay,1649.0
Johor,2000-01-01,male,bumi_malay,19583.0
Johor,2001-01-01,male,bumi_malay,18519.0
Johor,2002-01-01,male,bumi_malay,18090.0
Johor,2003-01-01,male,bumi_malay,17668.0
Johor,2004-01-01,male,bumi_malay,17306.0
Johor,2005-01-01,male,bumi_malay,16973.0
Johor,2006-01-01,male,bumi_malay,17158.0
Johor,2007-01-01,male,bumi_malay,17167.0
Johor,2008-01-01,male,bumi_malay,17597.0
Johor,2009-01-01,male,bumi_malay,18572.0
Johor,2010-01-01,male,bumi_malay,17879.0
Johor,2011-01-01,male,bumi_malay,18853.0
Johor,2012-01-01,male,bumi_malay,19253.0
Johor,2013-01-01,male,bumi_malay,19119.0
Johor,2014-01-01,male,bumi_malay,20376.0
Johor,2015-01-01,male,bumi_malay,20653.0
Johor,2016-01-01,male,bumi_malay,20900.0
Johor,2017-01-01,male,bumi_malay,21778.0
Johor,2018-01-01,male,bumi_malay,21727.0
Johor,2019-01-01,male,bumi_malay,21385.0
Johor,2020-01-01,male,bumi_malay,20583.0
Johor,2021-01-01,male,bumi_malay,19073.0
Johor,2022-01-01,male,bumi_malay,18486.0
Johor,2000-01-01,female,bumi_malay,18535.0
Johor,2001-01-01,female,bumi_malay,17183.0
Johor,2002-01-01,female,bumi_malay,16897.0
Johor,2003-01-01,female,bumi_malay,16549.0
Johor,2004-01-01,female,bumi_malay,16371.0
Johor,2005-01-01,female,bumi_malay,16030.0
Johor,2006-01-01,female,bumi_malay,15663.0
Johor,2007-01-01,female,bumi_malay,16171.0
Johor,2008-01-01,female,bumi_malay,16424.0
Johor,2009-01-01,female,bumi_malay,16898.0
Johor,2010-01-01,female,bumi_malay,16682.0
Johor,2011-01-01,female,bumi_malay,17752.0
Johor,2012-01-01,female,bumi_malay,18006.0
Johor,2013-01-01,female,bumi_malay,17883.0
Johor,2014-01-01,female,bumi_malay,18843.0
Johor,2015-01-01,female,bumi_malay,19336.0
Johor,2016-01-01,female,bumi_malay,19323.0
Johor,2017-01-01,female,bumi_malay,19989.0
Johor,2018-01-01,female,bumi_malay,20378.0
Johor,2019-01-01,female,bumi_malay,19962.0
Johor,2020-01-01,female,bumi_malay,19135.0
Johor,2021-01-01,female,bumi_malay,18158.0
Johor,2022-01-01,female,bumi_malay,17432.0
Johor,2023-01-01,male,bumi_malay,20392.0
Johor,2023-01-01,female,bumi_malay,19052.0
Kedah,2000-01-01,male,bumi_malay,16621.0
Kedah,2001-01-01,male,bumi_malay,15861.0
Kedah,2002-01-01,male,bumi_malay,15012.0
Kedah,2003-01-01,male,bumi_malay,14707.0
Kedah,2004-01-01,male,bumi_malay,14396.0
Kedah,2005-01-01,male,bumi_malay,14238.0
Kedah,2006-01-01,male,bumi_malay,14133.0
Kedah,2007-01-01,male,bumi_malay,14180.0
Kedah,2008-01-01,male,bumi_malay,14878.0
Kedah,2009-01-01,male,bumi_malay,15520.0
Kedah,2010-01-01,male,bumi_malay,15173.0
Kedah,2011-01-01,male,bumi_malay,15629.0
Kedah,2012-01-01,male,bumi_malay,15848.0
Kedah,2013-01-01,male,bumi_malay,15428.0
Kedah,2014-01-01,male,bumi_malay,16241.0
Kedah,2015-01-01,male,bumi_malay,16177.0
Kedah,2016-01-01,male,bumi_malay,16105.0
Kedah,2017-01-01,male,bumi_malay,16648.0
Kedah,2018-01-01,male,bumi_malay,16248.0
Kedah,2019-01-01,male,bumi_malay,15703.0
Kedah,2020-01-01,male,bumi_malay,15371.0
Kedah,2021-01-01,male,bumi_malay,15198.0
Kedah,2022-01-01,male,bumi_malay,14108.0
Kedah,2000-01-01,female,bumi_malay,15844.0
Kedah,2001-01-01,female,bumi_malay,14593.0
Kedah,2002-01-01,female,bumi_malay,14267.0
Kedah,2003-01-01,female,bumi_malay,13717.0
Kedah,2004-01-01,female,bumi_malay,13919.0
Kedah,2005-01-01,female,bumi_malay,13515.0
Kedah,2006-01-01,female,bumi_malay,13367.0
Kedah,2007-01-01,female,bumi_malay,13513.0
Kedah,2008-01-01,female,bumi_malay,14153.0
Kedah,2009-01-01,female,bumi_malay,14662.0
Kedah,2010-01-01,female,bumi_malay,14193.0
Kedah,2011-01-01,female,bumi_malay,14709.0
Kedah,2012-01-01,female,bumi_malay,14608.0
Kedah,2013-01-01,female,bumi_malay,14604.0
Kedah,2014-01-01,female,bumi_malay,15025.0
Kedah,2015-01-01,female,bumi_malay,15528.0
Kedah,2016-01-01,female,bumi_malay,15197.0
Kedah,2017-01-01,female,bumi_malay,15479.0
Kedah,2018-01-01,female,bumi_malay,15144.0
Kedah,2019-01-01,female,bumi_malay,14642.0
Kedah,2020-01-01,female,bumi_malay,14312.0
Kedah,2021-01-01,female,bumi_malay,14268.0
Kedah,2022-01-01,female,bumi_malay,13386.0
Kedah,2023-01-01,male,bumi_malay,15371.0
Kedah,2023-01-01,female,bumi_malay,14287.0
Kelantan,2000-01-01,male,bumi_malay,19473.0
Kelantan,2001-01-01,male,bumi_malay,18347.0
Kelantan,2002-01-01,male,bumi_malay,17988.0
Kelantan,2003-01-01,male,bumi_malay,17241.0
Kelantan,2004-01-01,male,bumi_malay,16865.0
Kelantan,2005-01-01,male,bumi_malay,16385.0
Kelantan,2006-01-01,male,bumi_malay,16204.0
Kelantan,2007-01-01,male,bumi_malay,16236.0
Kelantan,2008-01-01,male,bumi_malay,16852.0
Kelantan,2009-01-01,male,bumi_malay,17359.0
Kelantan,2010-01-01,male,bumi_malay,17455.0
Kelantan,2011-01-01,male,bumi_malay,18406.0
Kelantan,2012-01-01,male,bumi_malay,18385.0
Kelantan,2013-01-01,male,bumi_malay,18050.0
Kelantan,2014-01-01,male,bumi_malay,19350.0
Kelantan,2015-01-01,male,bumi_malay,19190.0
Kelantan,2016-01-01,male,bumi_malay,19033.0
Kelantan,2017-01-01,male,bumi_malay,19295.0
Kelantan,2018-01-01,male,bumi_malay,19244.0
Kelantan,2019-01-01,male,bumi_malay,18361.0
Kelantan,2020-01-01,male,bumi_malay,17988.0
Kelantan,2021-01-01,male,bumi_malay,17250.0
Kelantan,2022-01-01,male,bumi_malay,16740.0
Kelantan,2000-01-01,female,bumi_malay,18444.0
Kelantan,2001-01-01,female,bumi_malay,17176.0
Kelantan,2002-01-01,female,bumi_malay,16870.0
Kelantan,2003-01-01,female,bumi_malay,16151.0
Kelantan,2004-01-01,female,bumi_malay,16012.0
Kelantan,2005-01-01,female,bumi_malay,15436.0
Kelantan,2006-01-01,female,bumi_malay,15206.0
Kelantan,2007-01-01,female,bumi_malay,15377.0
Kelantan,2008-01-01,female,bumi_malay,15723.0
Kelantan,2009-01-01,female,bumi_malay,16541.0
Kelantan,2010-01-01,female,bumi_malay,16339.0
Kelantan,2011-01-01,female,bumi_malay,17302.0
Kelantan,2012-01-01,female,bumi_malay,16909.0
Kelantan,2013-01-01,female,bumi_malay,16758.0
Kelantan,2014-01-01,female,bumi_malay,18177.0
Kelantan,2015-01-01,female,bumi_malay,18366.0
Kelantan,2016-01-01,female,bumi_malay,17886.0
Kelantan,2017-01-01,female,bumi_malay,18251.0
Kelantan,2018-01-01,female,bumi_malay,17724.0
Kelantan,2019-01-01,female,bumi_malay,17081.0
Kelantan,2020-01-01,female,bumi_malay,16820.0
Kelantan,2021-01-01,female,bumi_malay,16250.0
Kelantan,2022-01-01,female,bumi_malay,15724.0
Kelantan,2023-01-01,male,bumi_malay,17680.0
Kelantan,2023-01-01,female,bumi_malay,16407.0
Melaka,2000-01-01,male,bumi_malay,5177.0
Melaka,2001-01-01,male,bumi_malay,4970.0
Melaka,2002-01-01,male,bumi_malay,4660.0
Melaka,2003-01-01,male,bumi_malay,4905.0
Melaka,2004-01-01,male,bumi_malay,4643.0
Melaka,2005-01-01,male,bumi_malay,4611.0
Melaka,2006-01-01,male,bumi_malay,4413.0
Melaka,2007-01-01,male,bumi_malay,4687.0
Melaka,2008-01-01,male,bumi_malay,4718.0
Melaka,2009-01-01,male,bumi_malay,4891.0
Melaka,2010-01-01,male,bumi_malay,4844.0
Melaka,2011-01-01,male,bumi_malay,5389.0
Melaka,2012-01-01,male,bumi_malay,5201.0
Melaka,2013-01-01,male,bumi_malay,5402.0
Melaka,2014-01-01,male,bumi_malay,5817.0
Melaka,2015-01-01,male,bumi_malay,5748.0
Melaka,2016-01-01,male,bumi_malay,5899.0
Melaka,2017-01-01,male,bumi_malay,5904.0
Melaka,2018-01-01,male,bumi_malay,5952.0
Melaka,2019-01-01,male,bumi_malay,5991.0
Melaka,2020-01-01,male,bumi_malay,5798.0
Melaka,2021-01-01,male,bumi_malay,5702.0
Melaka,2022-01-01,male,bumi_malay,5604.0
Melaka,2000-01-01,female,bumi_malay,4801.0
Melaka,2001-01-01,female,bumi_malay,4610.0
Melaka,2002-01-01,female,bumi_malay,4496.0
Melaka,2003-01-01,female,bumi_malay,4464.0
Melaka,2004-01-01,female,bumi_malay,4472.0
Melaka,2005-01-01,female,bumi_malay,4378.0
Melaka,2006-01-01,female,bumi_malay,4305.0
Melaka,2007-01-01,female,bumi_malay,4458.0
Melaka,2008-01-01,female,bumi_malay,4620.0
Melaka,2009-01-01,female,bumi_malay,4645.0
Melaka,2010-01-01,female,bumi_malay,4435.0
Melaka,2011-01-01,female,bumi_malay,4967.0
Melaka,2012-01-01,female,bumi_malay,5091.0
Melaka,2013-01-01,female,bumi_malay,4990.0
Melaka,2014-01-01,female,bumi_malay,5261.0
Melaka,2015-01-01,female,bumi_malay,5576.0
Melaka,2016-01-01,female,bumi_malay,5427.0
Melaka,2017-01-01,female,bumi_malay,5519.0
Melaka,2018-01-01,female,bumi_malay,5614.0
Melaka,2019-01-01,female,bumi_malay,5395.0
Melaka,2020-01-01,female,bumi_malay,5408.0
Melaka,2021-01-01,female,bumi_malay,5306.0
Melaka,2022-01-01,female,bumi_malay,5323.0
Melaka,2023-01-01,male,bumi_malay,5695.0
Melaka,2023-01-01,female,bumi_malay,5454.0
Negeri Sembilan,2000-01-01,male,bumi_malay,5649.0
Negeri Sembilan,2001-01-01,male,bumi_malay,5359.0
Negeri Sembilan,2002-01-01,male,bumi_malay,5336.0
Negeri Sembilan,2003-01-01,male,bumi_malay,5257.0
Negeri Sembilan,2004-01-01,male,bumi_malay,5292.0
Negeri Sembilan,2005-01-01,male,bumi_malay,5205.0
Negeri Sembilan,2006-01-01,male,bumi_malay,5216.0
Negeri Sembilan,2007-01-01,male,bumi_malay,5340.0
Negeri Sembilan,2008-01-01,male,bumi_malay,5493.0
Negeri Sembilan,2009-01-01,male,bumi_malay,5806.0
Negeri Sembilan,2010-01-01,male,bumi_malay,5550.0
Negeri Sembilan,2011-01-01,male,bumi_malay,6112.0
Negeri Sembilan,2012-01-01,male,bumi_malay,6071.0
Negeri Sembilan,2013-01-01,male,bumi_malay,6220.0
Negeri Sembilan,2014-01-01,male,bumi_malay,6677.0
Negeri Sembilan,2015-01-01,male,bumi_malay,6841.0
Negeri Sembilan,2016-01-01,male,bumi_malay,6737.0
Negeri Sembilan,2017-01-01,male,bumi_malay,6908.0
Negeri Sembilan,2018-01-01,male,bumi_malay,6956.0
Negeri Sembilan,2019-01-01,male,bumi_malay,6699.0
Negeri Sembilan,2020-01-01,male,bumi_malay,6619.0
Negeri Sembilan,2021-01-01,male,bumi_malay,6768.0
Negeri Sembilan,2022-01-01,male,bumi_malay,6449.0
Negeri Sembilan,2000-01-01,female,bumi_malay,5348.0
Negeri Sembilan,2001-01-01,female,bumi_malay,5033.0
Negeri Sembilan,2002-01-01,female,bumi_malay,4947.0
Negeri Sembilan,2003-01-01,female,bumi_malay,5091.0
Negeri Sembilan,2004-01-01,female,bumi_malay,4869.0
Negeri Sembilan,2005-01-01,female,bumi_malay,4821.0
Negeri Sembilan,2006-01-01,female,bumi_malay,4889.0
Negeri Sembilan,2007-01-01,female,bumi_malay,5042.0
Negeri Sembilan,2008-01-01,female,bumi_malay,5213.0
Negeri Sembilan,2009-01-01,female,bumi_malay,5403.0
Negeri Sembilan,2010-01-01,female,bumi_malay,5307.0
Negeri Sembilan,2011-01-01,female,bumi_malay,5476.0
Negeri Sembilan,2012-01-01,female,bumi_malay,5667.0
Negeri Sembilan,2013-01-01,female,bumi_malay,5676.0
Negeri Sembilan,2014-01-01,female,bumi_malay,6224.0
Negeri Sembilan,2015-01-01,female,bumi_malay,6240.0
Negeri Sembilan,2016-01-01,female,bumi_malay,6350.0
Negeri Sembilan,2017-01-01,female,bumi_malay,6406.0
Negeri Sembilan,2018-01-01,female,bumi_malay,6582.0
Negeri Sembilan,2019-01-01,female,bumi_malay,6228.0
Negeri Sembilan,2020-01-01,female,bumi_malay,6178.0
Negeri Sembilan,2021-01-01,female,bumi_malay,6185.0
Negeri Sembilan,2022-01-01,female,bumi_malay,5795.0
Negeri Sembilan,2023-01-01,male,bumi_malay,6491.0
Negeri Sembilan,2023-01-01,female,bumi_malay,6039.0
Pahang,2000-01-01,male,bumi_malay,11032.0
Pahang,2001-01-01,male,bumi_malay,10266.0
Pahang,2002-01-01,male,bumi_malay,10141.0
Pahang,2003-01-01,male,bumi_malay,9827.0
Pahang,2004-01-01,male,bumi_malay,9737.0
Pahang,2005-01-01,male,bumi_malay,9662.0
Pahang,2006-01-01,male,bumi_malay,9374.0
Pahang,2007-01-01,male,bumi_malay,9350.0
Pahang,2008-01-01,male,bumi_malay,9906.0
Pahang,2009-01-01,male,bumi_malay,10374.0
Pahang,2010-01-01,male,bumi_malay,10151.0
Pahang,2011-01-01,male,bumi_malay,10755.0
Pahang,2012-01-01,male,bumi_malay,10609.0
Pahang,2013-01-01,male,bumi_malay,10852.0
Pahang,2014-01-01,male,bumi_malay,11711.0
Pahang,2015-01-01,male,bumi_malay,11475.0
Pahang,2016-01-01,male,bumi_malay,11555.0
Pahang,2017-01-01,male,bumi_malay,11450.0
Pahang,2018-01-01,male,bumi_malay,11460.0
Pahang,2019-01-01,male,bumi_malay,10768.0
Pahang,2020-01-01,male,bumi_malay,10651.0
Pahang,2021-01-01,male,bumi_malay,10388.0
Pahang,2022-01-01,male,bumi_malay,10008.0
Pahang,2000-01-01,female,bumi_malay,10265.0
Pahang,2001-01-01,female,bumi_malay,9704.0
Pahang,2002-01-01,female,bumi_malay,9265.0
Pahang,2003-01-01,female,bumi_malay,9230.0
Pahang,2004-01-01,female,bumi_malay,8891.0
Pahang,2005-01-01,female,bumi_malay,9031.0
Pahang,2006-01-01,female,bumi_malay,8710.0
Pahang,2007-01-01,female,bumi_malay,8926.0
Pahang,2008-01-01,female,bumi_malay,9184.0
Pahang,2009-01-01,female,bumi_malay,9661.0
Pahang,2010-01-01,female,bumi_malay,9376.0
Pahang,2011-01-01,female,bumi_malay,9957.0
Pahang,2012-01-01,female,bumi_malay,10161.0
Pahang,2013-01-01,female,bumi_malay,9994.0
Pahang,2014-01-01,female,bumi_malay,10788.0
Pahang,2015-01-01,female,bumi_malay,10744.0
Pahang,2016-01-01,female,bumi_malay,10626.0
Pahang,2017-01-01,female,bumi_malay,10898.0
Pahang,2018-01-01,female,bumi_malay,10686.0
Pahang,2019-01-01,female,bumi_malay,10240.0
Pahang,2020-01-01,female,bumi_malay,9968.0
Pahang,2021-01-01,female,bumi_malay,9846.0
Pahang,2022-01-01,female,bumi_malay,9453.0
Pahang,2023-01-01,male,bumi_malay,10165.0
Pahang,2023-01-01,female,bumi_malay,9397.0
Perak,2000-01-01,male,bumi_malay,13792.0
Perak,2001-01-01,male,bumi_malay,12697.0
Perak,2002-01-01,male,bumi_malay,12283.0
Perak,2003-01-01,male,bumi_malay,11728.0
Perak,2004-01-01,male,bumi_malay,11495.0
Perak,2005-01-01,male,bumi_malay,11136.0
Perak,2006-01-01,male,bumi_malay,11175.0
Perak,2007-01-01,male,bumi_malay,11147.0
Perak,2008-01-01,male,bumi_malay,11323.0
Perak,2009-01-01,male,bumi_malay,11804.0
Perak,2010-01-01,male,bumi_malay,11487.0
Perak,2011-01-01,male,bumi_malay,12240.0
Perak,2012-01-01,male,bumi_malay,12128.0
Perak,2013-01-01,male,bumi_malay,12034.0
Perak,2014-01-01,male,bumi_malay,12565.0
Perak,2015-01-01,male,bumi_malay,12846.0
Perak,2016-01-01,male,bumi_malay,13122.0
Perak,2017-01-01,male,bumi_malay,12776.0
Perak,2018-01-01,male,bumi_malay,12731.0
Perak,2019-01-01,male,bumi_malay,12366.0
Perak,2020-01-01,male,bumi_malay,12012.0
Perak,2021-01-01,male,bumi_malay,11995.0
Perak,2022-01-01,male,bumi_malay,11669.0
Perak,2000-01-01,female,bumi_malay,13107.0
Perak,2001-01-01,female,bumi_malay,11970.0
Perak,2002-01-01,female,bumi_malay,11561.0
Perak,2003-01-01,female,bumi_malay,10935.0
Perak,2004-01-01,female,bumi_malay,10874.0
Perak,2005-01-01,female,bumi_malay,10464.0
Perak,2006-01-01,female,bumi_malay,10349.0
Perak,2007-01-01,female,bumi_malay,10269.0
Perak,2008-01-01,female,bumi_malay,10761.0
Perak,2009-01-01,female,bumi_malay,11035.0
Perak,2010-01-01,female,bumi_malay,10855.0
Perak,2011-01-01,female,bumi_malay,11413.0
Perak,2012-01-01,female,bumi_malay,11393.0
Perak,2013-01-01,female,bumi_malay,11257.0
Perak,2014-01-01,female,bumi_malay,11818.0
Perak,2015-01-01,female,bumi_malay,11865.0
Perak,2016-01-01,female,bumi_malay,12014.0
Perak,2017-01-01,female,bumi_malay,12036.0
Perak,2018-01-01,female,bumi_malay,11844.0
Perak,2019-01-01,female,bumi_malay,11499.0
Perak,2020-01-01,female,bumi_malay,11007.0
Perak,2021-01-01,female,bumi_malay,11374.0
Perak,2022-01-01,female,bumi_malay,10949.0
Perak,2023-01-01,male,bumi_malay,11848.0
Perak,2023-01-01,female,bumi_malay,11067.0
Perlis,2000-01-01,male,bumi_malay,2086.0
Perlis,2001-01-01,male,bumi_malay,1913.0
Perlis,2002-01-01,male,bumi_malay,1867.0
Perlis,2003-01-01,male,bumi_malay,1761.0
Perlis,2004-01-01,male,bumi_malay,1758.0
Perlis,2005-01-01,male,bumi_malay,1759.0
Perlis,2006-01-01,male,bumi_malay,1726.0
Perlis,2007-01-01,male,bumi_malay,1773.0
Perlis,2008-01-01,male,bumi_malay,1928.0
Perlis,2009-01-01,male,bumi_malay,1939.0
Perlis,2010-01-01,male,bumi_malay,1919.0
Perlis,2011-01-01,male,bumi_malay,1968.0
Perlis,2012-01-01,male,bumi_malay,1920.0
Perlis,2013-01-01,male,bumi_malay,1922.0
Perlis,2014-01-01,male,bumi_malay,2101.0
Perlis,2015-01-01,male,bumi_malay,2039.0
Perlis,2016-01-01,male,bumi_malay,2097.0
Perlis,2017-01-01,male,bumi_malay,2143.0
Perlis,2018-01-01,male,bumi_malay,2094.0
Perlis,2019-01-01,male,bumi_malay,2005.0
Perlis,2020-01-01,male,bumi_malay,1955.0
Perlis,2021-01-01,male,bumi_malay,2009.0
Perlis,2022-01-01,male,bumi_malay,1845.0
Perlis,2000-01-01,female,bumi_malay,1960.0
Perlis,2001-01-01,female,bumi_malay,1833.0
Perlis,2002-01-01,female,bumi_malay,1833.0
Perlis,2003-01-01,female,bumi_malay,1756.0
Perlis,2004-01-01,female,bumi_malay,1720.0
Perlis,2005-01-01,female,bumi_malay,1689.0
Perlis,2006-01-01,female,bumi_malay,1659.0
Perlis,2007-01-01,female,bumi_malay,1703.0
Perlis,2008-01-01,female,bumi_malay,1745.0
Perlis,2009-01-01,female,bumi_malay,1814.0
Perlis,2010-01-01,female,bumi_malay,1751.0
Perlis,2011-01-01,female,bumi_malay,1773.0
Perlis,2012-01-01,female,bumi_malay,1813.0
Perlis,2013-01-01,female,bumi_malay,1750.0
Perlis,2014-01-01,female,bumi_malay,1975.0
Perlis,2015-01-01,female,bumi_malay,1896.0
Perlis,2016-01-01,female,bumi_malay,1936.0
Perlis,2017-01-01,female,bumi_malay,1964.0
Perlis,2018-01-01,female,bumi_malay,1968.0
Perlis,2019-01-01,female,bumi_malay,1783.0
Perlis,2020-01-01,female,bumi_malay,1851.0
Perlis,2021-01-01,female,bumi_malay,1770.0
Perlis,2022-01-01,female,bumi_malay,1661.0
Perlis,2023-01-01,male,bumi_malay,1904.0
Perlis,2023-01-01,female,bumi_malay,1692.0
Pulau Pinang,2000-01-01,male,bumi_malay,6594.0
Pulau Pinang,2001-01-01,male,bumi_malay,6229.0
Pulau Pinang,2002-01-01,male,bumi_malay,6388.0
Pulau Pinang,2003-01-01,male,bumi_malay,5991.0
Pulau Pinang,2004-01-01,male,bumi_malay,5980.0
Pulau Pinang,2005-01-01,male,bumi_malay,5979.0
Pulau Pinang,2006-01-01,male,bumi_malay,5913.0
Pulau Pinang,2007-01-01,male,bumi_malay,5923.0
Pulau Pinang,2008-01-01,male,bumi_malay,6130.0
Pulau Pinang,2009-01-01,male,bumi_malay,6323.0
Pulau Pinang,2010-01-01,male,bumi_malay,5961.0
Pulau Pinang,2011-01-01,male,bumi_malay,6090.0
Pulau Pinang,2012-01-01,male,bumi_malay,6129.0
Pulau Pinang,2013-01-01,male,bumi_malay,6056.0
Pulau Pinang,2014-01-01,male,bumi_malay,6358.0
Pulau Pinang,2015-01-01,male,bumi_malay,6404.0
Pulau Pinang,2016-01-01,male,bumi_malay,6358.0
Pulau Pinang,2017-01-01,male,bumi_malay,6330.0
Pulau Pinang,2018-01-01,male,bumi_malay,6333.0
